Project:,Great Smoky Mountains Postcards Supplement,Lead:,Anne Bridges,Metadata creator:,TBD,Date:,7/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scan_note,local_note,adminDB object identifer,adminDB file identifier (side 1),adminDB file identifier (side 2),identifier_local,title,abstract,abstract 2,date_text,collection,collection_identifier,shelf_locator,extent,form,language,name,name_role,name 2,name_role 2,name 3,name_role 3,publisher,place_of_origin,subject_geographic_lc,subject_geographic_lc 2,subject_geographic_lc 3,subject_geographic_lc 4,subject_geographic_dots,subject_geographic_dots 2,subject_geographic_dots 3,subject_geographic_dots 4,subject_geographic_dots 5,subject_name,subject_name 2,subject_topical_lc,subject_topical_lc 2,subject_topical_lc 3,subject_topical_lc 4,subject_topical_dots,subject_topical_dots 2,subject_topical_dots 3,subject_topical_dots 4,project_title,repository,rights,public_note
,,,0012_003786_000670_0001,0012_003786_000670_0002,,Looking Down from the Chimney Tops Great Smoky Mountains National Park (GS-139),Unused postcard,The Chimney Tops are rugged peaks dominating Highway U.S. 441 as it ascends the Tennessee side of the Smokies to Newfound Gap. The climb to their tops is a difficult one and should be attempted only by the experienced hiker.,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,Newfound Gap,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000671_0001,0012_003786_000671_0002,,View from the Top of the Chimneys - Great Smoky Mountains National Park (GS-330),Unused postcard,The Park Service has recently constructed a trail to the summit of these rugged peaks and although it is a hard climb the hiker is rewarded with some of the most spectacular views in the Park. Mountain laurel covers the summit of the Chimneys and is in full bloom in June.,1964,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000672_0001,0012_003786_000672_0002,,View from the Summit of the Chimney Tops - Great Smoky Mountains National Park (GS-27),Unused postcard,This is a view looking down from the summit of the highest of the two Chimney Top Peaks. A party of climbers may be seen on the summit of the lower peak. In the background is a spur of Mt. LeConte. Although the Chimneys are only 4740 feet in altitude they offer the moth difficult climb in the Park and should be attempted only by the experienced climber.,1955,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000673_0001,0012_003786_000673_0002,,The Chimney Tops and U. S. 441 the Transmountain Highway - Great Smoky Mountains National Park (GS-15),Unused postcard,These peaks are among the most rugged in the Great Smoky Mountains and it is quite a strenuous climb to attain their summits. Numerous parking overlooks along the highway afford the visitor spectacular views of these towering peaks.,1955,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000674_0001,0012_003786_000674_0002,,The Chimney Tops Seen from a Parking Overlook on the Transmountain Highway U. S. 441 (GS-23),Unused postcard,"The Chimneys are among the most rugged peaks in the Great Smoky Mountains National Park, and they dominate the view for several miles of the Transmountain Highway. The climb to the summit of these peaks, although short, is strenuous and is for the experienced climber.",1955,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000675_0001,0012_003786_000675_0002,,The Chimney Tops and Highway U. S. 441 - Great Smoky Mountains National Park (GS-317),"Handwritten note sent to Marian McEvoy and Dorothy Bowie in Rochester New York on May 4, 1975 for a postage of 10 cents.",These rugged mountain peaks dominate the view along U. S. 441 for several miles. The Park Service has recently built a trail to the summit. It is a steep climb but the hiker is rewarded by magnificent views in all directions.,1975,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Gatlinburg (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000676_0001,0012_003786_000676_0002,,The Chimney Tops and Highway U. S. 441 - Great Smoky Mountains National Park (GS-318),Unused postcard,These rugged mountain peaks dominate the view along U. S. 441 for several miles. The Park Service has recently built a trail to the summit. It is a steep climb but the hiker is rewarded by magnificent views in all directions.,1964,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000677_0001,0012_003786_000677_0002,,The Chimney Tops - Great Smoky Mountains National Park (GS-145),Unused postcard,This view is taken from U.S. 441 at the Loop-Over. The Chimney Tops are the dominating mountain peaks on the Tennessee side of the Trans-Mountain Highway 441,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000678_0001,0012_003786_000678_0002,,"The Chimney Tops and U. S. 441, Great Smoky Mountains National Park (GS-18)",Unused postcard,U. S. 441 is the Transmountain Highway through the Great Smoky Mountains National Park. This highway follows the Little Pigeon River on the Tennessee side and the Chimney Tops are the rugged peaks that dominate the view for several miles.,1955,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000679_0001,0012_003786_000679_0002,,The Chimney Tops Seen from Overlook on U. S. 441 - Great Smoky Mountains National Park (GS-316),Unused postcard,These peaks are among the most rugged in the Great Smoky Mountains. The Park Service has recently built a trail to the summit affording the hiker an opportunity to climb to the top where superb views may be seen in all directions.,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Gatlinburg (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000680_0001,0012_003786_000680_0002,,The Chimney Tops from U. S. 441 the Transmountain Highway - Great Smoky Mountains National Park (GS-115),Unused postcard,These peaks are among the most rugged in the Great Smoky Mountains and it is quite a strenuous climb to attain their summits. Numerous parking overlooks along the highway afford the visitor spectacular views of these towering peaks.,1957,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000681_0001,0012_003786_000681_0002,,The Chimney Tops and Highway U. S. 441 - Great Smoky Mountains National Park (GS-317),Unused postcard,These rugged mountain peaks dominate the view along U. S. 441 for several miles. The park Service has recently built a trail to the summit. It is a steep climb but the hiker is rewarded by magnificent views in all directions.,1964,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Gatlinburg (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000682_0001,0012_003786_000682_0002,,The Chimney Tops The Great Smoky Mountains National Park,"Handwritten note sent to Mr. and Mrs. Peter Lewkut in Trenton, New Jersey on August 7, 1963 for a postage of 4 cents.","This steep double-topped mountain rises 2,000 feet above the west fork of the Little Pigeon River, elevation at the summit is 4,755 feet. The two peaks dominate this area which forms the upper reaches of the Sugarlands Valley. The twin summits are of slate rock, covered in places by low-growing vegetation.",1963,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Haynes Distributing Co.,Creator,Joyce L. Haynes,Photographer,,,Haynes Distributing Co.,Roanoke (Va.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000683_0001,0012_003786_000683_0002,,"Rocky Point Turn - The Great Smoky Mountains National Park, near Knoxville, Tenn.","Handwritten note sent to Mrs. Clarence Wellington in Keene, New Hampshire on June 24, 1952 for a postage of 2 cents.",The Chimney Tops which dominate many of the views on the Tennessee side of the Newfound Gap Highway are seen to a particularly good advantage from this point. The wide sweeping curves afford comfortable and safe motoring in all seasons of the year. The Chimney Tops are seen in the background. Altitude 4755.,1952,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Thompson's Inc.,Creator,,,,,Thompson's Inc.,Knoxville (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,Newfound Gap,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000684_0001,0012_003786_000684_0002,,The Chimney Tops Seen from Overlook on U. S. 441 - Great Smoky Mountains National Park (GS-315),Unused postcard,These peaks are among the most rugged in the Great Smoky Mountains. The Park Service has recently built a trail to the summit affording the hiker an opportunity to climb to the top where superb views may be seen in all directions.,1964,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Gatlinburg (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000685_0001,0012_003786_000685_0002,,The Chimney Tops and Highway U. S. 441 - Great Smoky Mountains National Park (GS-404),Unused postcard,These rugged mountain peaks dominate the view along U. S. 441 for several miles. The Park Service has recently built a trail to the summit. It is a steep climb but the hiker is rewarded by magnificent views in all directions.,1964,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000686_0001,0012_003786_000686_0002,,The Chimney Tops - Great Smoky Mountains National Park (GS-14),Unused postcard,This view is seen from the Transmountain Highway U. S. 441 at a point on the Loop. The Chimney Tops dominate the view along several miles of the highway. They are among the more rugged peaks of the Great Smoky Mountains.,1955,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000687_0001,0012_003786_000687_0002,,The Chimney Tops and U. S. 441 the Transmountain Highway Great Smoky Mountains National Park (K-5),"Handwritten note sent to Miss Elizabeth Adams in Hodges, South Carolina on August 20, 1960 for a postage of 3 cents.",These peaks are among the most rugged in the Great Smoky Mountains and it is quite a strenuous climb to attain their summits. Numerous parking overlooks along the highway afford the visitor spectacular views of these towering peaks.,1960,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Harry N. Martin,Creator,,,,,Harry N. Martin,Asheville (N. C.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000688_0001,0012_003786_000688_0002,,The Chimneys Seen from the Top of the Loop-Over Great Smoky Mountains National Park (GS-142),Unused postcard,The Chimneys are rugged peaks dominating the views from U.S. 441 as it ascends the Tennessee side of the Smokies.,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
